DAT_DATA_SERVIZIO,COD_ANNO_STAGIONE,DES_ANNO_STAGIONE,DES_STAGIONALITA,DES_TIPOLOGIA_GIORNO,DES_PERIODICITA,FLG_ESCLUSIONE_STATISTICA,DES_MOTIVO_ESCLUSIONE
2010-12-23,null,null,Invernale,Feriale Lun-Ven,Feriale  Non Scolastico (Inv.),N,null
2010-12-24,null,null,Invernale,Feriale Lun-Ven,Feriale  Non Scolastico (Inv.),N,null
2010-12-26,null,null,Invernale,Festivo,Festivo Non Scolastico (Inv.),N,null
2010-12-27,null,null,Invernale,Feriale Lun-Ven,Feriale  Non Scolastico (Inv.),N,null
2010-12-28,null,null,Invernale,Feriale Lun-Ven,Feriale  Non Scolastico (Inv.),N,null
2010-12-29,null,null,Invernale,Feriale Lun-Ven,Feriale  Non Scolastico (Inv.),N,null
2010-12-30,null,null,Invernale,Feriale Lun-Ven,Feriale  Non Scolastico (Inv.),N,null
2010-12-31,null,null,Invernale,Feriale Lun-Ven,Sabato Non Scolastico (Inv.),N,null
2011-01-01,null,null,Servizio Sospeso,Servizio Sospeso,Servizio Sospeso,N,null
2011-01-02,null,null,Invernale,Festivo,Festivo Non Scolastico (Inv.),N,null
2011-01-03,null,null,Invernale,Feriale Lun-Ven,Sabato Non Scolastico (Inv.),N,null
2011-01-04,null,null,Invernale,Feriale Lun-Ven,Sabato Non Scolastico (Inv.),N,null
2011-01-05,null,null,Invernale,Feriale Lun-Ven,Sabato Non Scolastico (Inv.),N,null
2011-01-06,null,null,Invernale,Festivo,Festivo Non Scolastico (Inv.),N,null
2011-01-07,null,null,Invernale,Feriale Lun-Ven,Sabato Non Scolastico (Inv.),N,null
2011-01-08,null,null,Invernale,Sabato,Sabato Non Scolastico (Inv.),N,null
2011-01-09,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-01-10,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-01-11,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-01-12,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-01-13,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-01-14,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-01-15,null,null,Invernale,Sabato,Sabato Invernale,N,null
2011-01-16,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-01-17,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-01-18,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-01-19,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-01-20,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-01-21,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-01-22,null,null,Invernale,Sabato,Sabato Invernale,N,null
2011-01-23,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-01-24,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-01-25,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-01-26,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-01-27,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-01-28,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-01-29,null,null,Invernale,Sabato,Sabato Invernale,N,null
2011-01-30,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-01-31,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-02-01,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-02-02,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-02-03,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-02-04,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-02-05,null,null,Invernale,Sabato,Sabato Invernale,N,null
2011-02-06,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-02-07,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-02-08,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-02-09,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-02-10,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-02-11,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-02-12,null,null,Invernale,Sabato,Sabato Invernale,N,null
2011-02-13,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-02-14,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-02-15,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-02-16,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-02-17,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-02-18,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-02-19,null,null,Invernale,Sabato,Sabato Invernale,N,null
2011-02-20,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-02-21,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-02-22,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-02-23,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-02-24,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-02-25,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-02-26,null,null,Invernale,Sabato,Sabato Invernale,N,null
2011-02-27,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-02-28,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-03-01,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-03-02,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-03-03,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-03-04,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-03-05,null,null,Invernale,Sabato,Sabato Invernale,N,null
2011-03-06,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-03-07,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-03-08,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-03-09,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-03-10,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-03-11,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-03-12,null,null,Invernale,Sabato,Sabato Invernale,N,null
2011-03-13,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-03-14,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-03-15,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-03-16,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-03-17,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-03-18,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-03-19,null,null,Invernale,Sabato,Sabato Invernale,N,null
2011-03-20,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-03-21,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-03-22,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-03-23,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-03-24,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-03-25,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-03-26,null,null,Invernale,Sabato,Sabato Invernale,N,null
2011-03-27,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-03-28,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-03-29,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-03-30,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-03-31,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-04-01,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-04-02,null,null,Invernale,Sabato,Sabato Invernale,N,null
2011-04-03,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-04-04,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-04-05,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-04-06,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-04-07,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-04-08,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-04-09,null,null,Invernale,Sabato,Sabato Invernale,N,null
2011-04-10,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-04-11,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-04-12,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-04-13,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-04-14,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-04-15,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-04-16,null,null,Invernale,Sabato,Sabato Invernale,N,null
2011-04-17,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-04-18,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-04-19,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-04-20,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-04-21,null,null,Invernale,Feriale Lun-Ven,Feriale  Non Scolastico (Inv.),N,null
2011-04-22,null,null,Invernale,Feriale Lun-Ven,Feriale  Non Scolastico (Inv.),N,null
2011-04-23,null,null,Invernale,Sabato,Sabato Non Scolastico (Inv.),N,null
2011-04-24,null,null,Invernale,Festivo,Festivo Non Scolastico (Inv.),N,null
2011-04-25,null,null,Invernale,Festivo,Festivo Non Scolastico (Inv.),N,null
2011-04-26,null,null,Invernale,Feriale Lun-Ven,Feriale  Non Scolastico (Inv.),N,null
2011-04-27,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-04-28,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-04-29,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-04-30,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-05-01,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-05-02,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-05-03,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-05-04,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-05-05,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-05-06,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-05-07,null,null,Invernale,Sabato,Sabato Invernale,N,null
2011-05-08,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-05-09,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-05-10,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-05-11,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-05-12,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-05-13,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-05-14,null,null,Invernale,Sabato,Sabato Invernale,N,null
2011-05-15,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-05-16,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-05-17,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-05-18,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-05-19,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-05-20,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-05-21,null,null,Invernale,Sabato,Sabato Invernale,N,null
2011-05-22,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-05-23,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-05-24,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-05-25,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-05-26,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-05-27,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-05-28,null,null,Invernale,Sabato,Sabato Invernale,N,null
2011-05-29,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-05-30,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-05-31,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-06-01,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-06-02,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-06-03,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-06-04,null,null,Invernale,Sabato,Sabato Invernale,N,null
2011-06-05,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-06-06,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-06-07,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-06-08,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-06-09,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-06-10,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-06-11,null,null,Invernale,Sabato,Sabato Invernale,N,null
2011-06-12,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-06-13,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-06-14,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-06-15,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-06-16,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-06-17,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-06-18,null,null,Estivo,Sabato,Sabato Estivo,N,null
2011-06-19,null,null,Estivo,Festivo,Festivo Estivo,N,null
2011-06-20,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-06-21,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-06-22,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-06-23,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-06-24,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-06-25,null,null,Estivo,Sabato,Sabato Estivo,N,null
2011-06-26,null,null,Estivo,Festivo,Festivo Estivo,N,null
2011-06-27,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-06-28,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-06-29,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-06-30,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-07-01,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-07-02,null,null,Estivo,Sabato,Sabato Estivo,N,null
2011-07-03,null,null,Estivo,Festivo,Festivo Estivo,N,null
2011-07-04,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-07-05,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-07-06,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-07-07,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-07-08,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-07-09,null,null,Estivo,Sabato,Sabato Estivo,N,null
2011-07-10,null,null,Estivo,Festivo,Festivo Estivo,N,null
2011-07-11,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-07-12,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-07-13,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-07-14,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-07-15,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-07-16,null,null,Estivo,Sabato,Sabato Estivo,N,null
2011-07-17,null,null,Estivo,Festivo,Festivo Estivo,N,null
2011-07-18,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-07-19,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-07-20,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-07-21,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-07-22,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-07-23,null,null,Estivo,Sabato,Sabato Estivo,N,null
2011-07-24,null,null,Estivo,Festivo,Festivo Estivo,N,null
2011-07-25,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-07-26,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-07-27,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-07-28,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-07-29,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-07-30,null,null,Estivo,Sabato,Sabato Estivo,N,null
2011-07-31,null,null,Estivo,Festivo,Festivo Estivo,N,null
2011-08-01,null,null,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2011-08-02,null,null,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2011-08-03,null,null,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2011-08-04,null,null,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2011-08-05,null,null,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2011-08-06,null,null,Agosto,Sabato,Sabato Agosto,N,null
2011-08-07,null,null,Agosto,Festivo,Festivo Agosto,N,null
2011-08-08,null,null,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2011-08-09,null,null,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2011-08-10,null,null,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2011-08-11,null,null,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2011-08-12,null,null,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2011-08-13,null,null,Agosto,Festivo,Festivo Agosto,N,null
2011-08-14,null,null,Agosto,Festivo,Festivo Agosto,N,null
2011-08-15,null,null,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2011-08-16,null,null,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2011-08-17,null,null,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2011-08-18,null,null,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2011-08-19,null,null,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2011-08-20,null,null,Agosto,Sabato,Sabato Agosto,N,null
2011-08-21,null,null,Agosto,Festivo,Festivo Agosto,N,null
2011-08-22,null,null,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2011-08-23,null,null,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2011-08-24,null,null,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2011-08-25,null,null,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2011-08-26,null,null,Agosto,Feriale Lun-Ven,Feriale Agosto,N,null
2011-08-27,null,null,Agosto,Sabato,Sabato Agosto,N,null
2011-08-28,null,null,Agosto,Festivo,Festivo Agosto,N,null
2011-08-29,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-08-30,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-08-31,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-09-01,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-09-02,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-09-03,null,null,Estivo,Sabato,Sabato Estivo,N,null
2011-09-04,null,null,Estivo,Festivo,Festivo Estivo,N,null
2011-09-05,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-09-06,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-09-07,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-09-08,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-09-09,null,null,Estivo,Feriale Lun-Ven,Feriale Estivo,N,null
2011-09-10,null,null,Estivo,Sabato,Sabato Estivo,N,null
2011-09-11,null,null,Estivo,Festivo,Festivo Estivo,N,null
2011-09-12,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-09-13,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-09-14,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-09-15,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-09-16,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-09-17,null,null,Invernale,Sabato,Sabato Invernale,N,null
2011-09-18,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-09-19,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-09-20,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-09-21,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-09-22,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-09-23,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-09-24,null,null,Invernale,Sabato,Sabato Invernale,N,null
2011-09-25,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-09-26,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-09-27,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-09-28,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-09-29,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-09-30,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-10-01,null,null,Invernale,Sabato,Sabato Invernale,N,null
2011-10-02,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-10-03,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-10-04,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-10-05,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-10-06,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-10-07,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-10-08,null,null,Invernale,Sabato,Sabato Invernale,N,null
2011-10-09,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-10-10,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-10-11,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-10-12,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-10-13,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-10-14,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-10-15,null,null,Invernale,Sabato,Sabato Invernale,N,null
2011-10-16,null,null,Invernale,Festivo,Festivo Invernale,N,null
2011-10-17,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-10-18,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-10-19,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-10-20,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-10-21,null,null,Invernale,Feriale Lun-Ven,Feriale Invernale,N,null
2011-10-22,null,null,Invernale,Sabato,Sabato Invernale,N,null
