COD_MATRICOLA_VEICOLO,DES_TARGA,DES_TARGA_PRECEDENTE,NUM_POSTI_A_SEDERE,NUM_POSTI_TOTALI_LIBRETTO,NUM_LUNGHEZZA_EFFETTIVA,NUM_MAX_CLASSE_DIMENSIONE,COD_DIMENSIONE,DES_DIMENSIONE,DES_CLASSE_DIMENSIONE,DES_NORMATIVA_INQUINANTI_CEE,COD_CARROZZERIA_MCTC,DES_CARROZZERIA_MCTC,COD_CATEGORIA_MCTC,DES_CATEGORIA_MCTC,COD_CLASSE_MCTC,DES_CLASSE_MCTC,COD_CLASSE_AMBIENTALE,DES_CLASSE_AMBIENTALE,COD_TIPO_PIANALE,DES_TIPO_PIANALE,COD_TIPO_VEICOLO,DES_TIPO_VEICOLO,COD_CARROZZERIA,DES_CARROZZERIA,COD_VERSIONE_CARROZZERIA,DES_VERSIONE_CARROZZERIA,COD_FAMIGLIA_BUS,DES_FAMIGLIA_BUS,DES_TIPO_PROPRIETA,COD_GRUPPO_VEICOLO,DES_GRUPPO_VEICOLO,COD_SCARL,DES_SCARL,COD_MARCA,DES_MARCA,COD_MODELLO,DES_MODELLO_MARCA,COD_ALIMENTAZIONE,DES_ALIMENTAZIONE,COD_STATO_VEICOLO_ATTUALE,DES_STATO_VEICOLO_ATTUALE,COD_USO_VEICOLO,DES_USO_VEICOLO,COD_ENTE_CONCEDENTE,DES_ENTE_CONCEDENTE,COD_LOTTO_CONTRATTO_BUS,DES_LOTTO_CONTRATTO_BUS,COD_DEPOSITO_BUS_ATTUALE,DES_DEPOSITO_BUS_ATTUALE,COD_DEPOSITO_BUS_ASSEGNATO,DES_DEPOSITO_BUS_ASSEGNATO,COD_SEDE_LAVORAZIONE_BUS,DES_SEDE_LAVORAZIONE_BUS,COD_PROPRIETARIO,DES_PROPRIETARIO,DES_TIPOLOGIA_PROPRIETARIO,COD_BACINO,COD_UNITA_PRODUTTIVA,COD_PRODOTTO_TRAZIONE,DES_PRODOTTO_TRAZIONE,COD_MOTORE,DAT_IMMATRICOLAZIONE,DAT_ENTRATA_SERVIZIO,DAT_USCITA_SERVIZIO,NUM_ANNI_ETA,DAT_ATTIVAZIONE_FULL_SERVICE,DAT_SCADENZA_FULL_SERVICE,DAT_INIZIO_CONTRATTO,DAT_FINE_CONTRATTO,DAT_ULTIMA_REVISIONE,DAT_SCADENZA_REVISIONE,DAT_SCADENZA_GARANZIA,DAT_ULTIMO_RIFORNIMENTO,DAT_ALIENAZIONE,DAT_AUT_ALIENAZIONE,FLG_VALIDITA,DAT_INIZIO_VALIDITA,DAT_FINE_VALIDITA,FLG_MOVIMENTO,NUM_KM_PROGR,IMP_PREZZO_ACQ,IMP_FINANZIAMENTO,IMP_VALORE_RESIDUO_ATT,FLG_LEASING,FLG_FULL_SERVICE
1108,FB952PJ,null,39,85,12.14,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO6 595/2009*627/2014A,CE,A UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,II,CLASSE II,E6,EURO6,01,RIBASSATO TOTALMENTE,BA,BO12A,16,MERCEDES BENZ,016,CITARO C2,04,INTERURBANO,LEASING,121,EVO/BOL - COMUNE BOLOGNA,B001,TRASPORTI PUBBLICI BOLOGNESI (AMBITO EXTRAURBANO),MER,MERCEDES BENZ,023,O530 U,03,GASOLIO,E,ESERCIZIO,01,PUBBLICO DI LINEA,31,SRM - RETI E MOBILITÀ S.R.L.,SB,Servizio Area Bologna,BOL,BOLOGNA,MOL,MOLINELLA,BOL,BOLOGNA - VIA DUE MADONNE 10,AGI,AUTOGUIDOVIE,INTERNA,BOL,UP BO,1H,GASOLIO AUT/HVO,0173,2016-01-26,2016-01-26,null,10,2016-01-26,2028-01-25,2016-01-26,2028-02-27,2026-04-27,2027-04-30,2018-01-26,2026-07-09,null,null,S,2016-01-01,2999-12-31,S,587672,239000.00,0.00,44748.73,S,S
1518,MI28531Z,null,56,57,12.00,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,null,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E0,EURO0,03,RIALZATO (PIANALE MAX 87 CM),null,null,19,ORLANDI,002,POKER,04,INTERURBANO,PROPRIETÀ,024,INT/MSE - COMUNE MILANO,null,null,IVE,IVECO,003,370.12.30,03,GASOLIO,V,VENDUTO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,02,PROVINCIA DI MILANO,null,null,COR,null,COR,null,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,SES,null,1,GASOLIO AUT.,0001,1985-01-01,1985-01-01,2008-08-01,41,null,null,null,null,2008-01-25,2008-02-24,null,2008-02-24,2008-08-01,2008-05-08,S,2000-01-01,2999-12-31,S,1051211,0.00,0.00,0.00,N,N
1521,PC423671,null,56,57,12.00,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,null,CI,A UN PIANO,M3,AUTOBUS,null,null,E0,EURO0,03,RIALZATO (PIANALE MAX 87 CM),null,null,19,ORLANDI,002,POKER,04,INTERURBANO,PROPRIETÀ,024,INT/MSE - COMUNE MILANO,null,null,IVE,IVECO,003,370.12.30,03,GASOLIO,R,ROTTAMATO ( NO ASSICURAZIONE ),null,null,null,null,null,null,***,null,***,null,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,SES,null,1,GASOLIO AUT.,0001,1986-10-17,1986-10-17,2004-12-17,39,null,null,null,null,null,1987-10-31,null,2004-09-15,2004-12-17,null,S,2000-01-01,2999-12-31,S,0,0.00,0.00,0.00,N,N
1557,AL864EM,null,56,86,11.96,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,null,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E0,EURO0,03,RIALZATO (PIANALE MAX 87 CM),null,null,21,PORTESI,null,null,04,INTERURBANO,PROPRIETÀ,024,INT/MSE - COMUNE MILANO,null,null,IVE,IVECO,002,370.12.25V,03,GASOLIO,R,ROTTAMATO ( NO ASSICURAZIONE ),null,null,null,null,null,null,***,null,***,null,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,SES,null,1,GASOLIO AUT.,0002,1984-01-01,1984-01-01,2005-09-14,42,null,null,null,null,null,1985-01-31,null,2004-09-05,2005-09-14,null,S,2000-01-01,2999-12-31,S,507649,0.00,0.00,0.00,N,N
1580,CB725CG,null,52,76,12.00,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO2 92/97 CEE,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E2,EURO2,03,RIALZATO (PIANALE MAX 87 CM),null,null,10,IKARUS EGYEDI,null,null,04,INTERURBANO,PROPRIETA,003,INT/ADD - PROVINCIA CREMONA,null,null,IKA,IKARUS,005,E95 SCANIA,03,GASOLIO,R,ROTTAMATO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,01,PROVINCIA DI CREMONA,PC,Provincia  Cremona,CHV,CHIEVE,CHV,CHIEVE,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,ADD,UP CREMA,1,GASOLIO AUT.,0023,1997-07-02,1997-07-02,2013-06-10,29,null,null,null,null,2013-05-31,2013-06-30,null,2013-06-07,2014-12-18,2014-05-16,S,2000-01-01,2999-12-31,S,583977,164897.69,0.00,100521.63,N,N
1591,AR113ZN,null,56,81,12.00,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,null,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E0,EURO0,03,RIALZATO (PIANALE MAX 87 CM),null,null,16,MERCEDES BENZ,013,BIANCHI A48,04,INTERURBANO,PROPRIETÀ,004,INT/ADD - PROVINCIA BERGAMO,null,null,MER,MERCEDES BENZ,006,O303,03,GASOLIO,V,VENDUTO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,03,PROVINCIA DI BERGAMO,PB,Provincia di Bergamo,CGN,COLOGNO AL SERIO,CGN,COLOGNO AL SERIO,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,ADD,UP CREMA,1,GASOLIO AUT.,0017,1989-01-01,1989-01-01,2010-04-24,37,null,null,null,null,2010-03-26,2010-04-25,null,2010-04-10,2010-07-08,2010-03-17,S,2000-01-01,2999-12-31,S,984261,0.00,0.00,0.00,N,N
1609,DL255TF,BR289XY,49,77,12.00,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO2 96/01,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E2,EURO2,03,RIALZATO (PIANALE MAX 87 CM),null,null,16,MERCEDES BENZ,002,INTEGRO,04,INTERURBANO,PROPRIETA,005,INT/PAV - PROVINCIA PAVIA (EXTRA),P101,PROVINCIA DI PAVIA (AMBITO EXTRAURBANO),MER,MERCEDES BENZ,010,O550 U,03,GASOLIO,R,ROTTAMATO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,53,AGENZIA PER TPL MI - MB - LO - PV,PX,Pavia Extraurbano,PAV,PAVIA CAMPEGGI,PAV,PAVIA CAMPEGGI,PAV,PAVIA - STRADA CAMPEGGI 17,AGI,AUTOGUIDOVIE,INTERNA,PAV,UP PAVIA,1,GASOLIO AUT.,0053,2001-01-25,2001-01-25,2018-10-01,25,null,null,null,null,2018-01-17,2019-01-31,2003-01-25,2018-09-28,2019-03-22,2019-01-21,S,2018-04-01,2999-12-31,S,822467,175595.35,0.00,2215.44,N,N
1620,BS473JE,null,49,77,12.00,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO2 96/01,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E2,EURO2,03,RIALZATO (PIANALE MAX 87 CM),null,null,16,MERCEDES BENZ,002,INTEGRO,04,INTERURBANO,PROPRIETA,003,INT/ADD - PROVINCIA CREMONA,C001,A.T.I. CREMONA (AMBITO EXTRAURBANO PROVINCIALE),MER,MERCEDES BENZ,010,O550 U,03,GASOLIO,V,VENDUTO ( NO ASSICURAZIONE ),null,null,null,null,PC,Provincia  Cremona,SCC,null,SCC,null,null,null,AGI,AUTOGUIDOVIE,INTERNA,ADD,UP CREMA,1,GASOLIO AUT.,0053,2001-03-26,2001-03-26,2019-08-06,25,null,null,null,null,2019-04-05,2020-04-30,2003-03-26,2019-08-06,2019-12-31,null,S,2000-01-01,2999-12-31,S,836148,175595.35,0.00,2207.54,N,N
1633,CS250XY,null,49,68,12.00,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO3 2001/27 CE,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E3,EURO3,03,RIALZATO (PIANALE MAX 87 CM),L1,12M,16,MERCEDES BENZ,002,INTEGRO,04,INTERURBANO,PROPRIETA,003,INT/ADD - PROVINCIA CREMONA,C001,A.T.I. CREMONA (AMBITO EXTRAURBANO PROVINCIALE),MER,MERCEDES BENZ,010,O550 U,03,GASOLIO,R,ROTTAMATO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,50,AGENZIA PER TPL CREMONA E MANTOVA,PC,Provincia  Cremona,CLV,CALVENZANO,null,null,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,ADD,UP CREMA,1,GASOLIO AUT.,0045,2005-01-03,2005-01-05,2023-06-16,21,null,null,2005-01-03,2017-12-30,2022-06-24,2023-06-30,2007-01-03,2023-06-06,2023-06-23,null,S,2016-11-04,2999-12-31,S,895950,193000.00,0.00,2535.37,N,N
1655,GB668AM,DE881TJ,49,77,12.00,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO3 2001/27 CE,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E3,EURO3,03,RIALZATO (PIANALE MAX 87 CM),L1,12M,16,MERCEDES BENZ,002,INTEGRO,04,INTERURBANO,PROPRIETA,003,INT/ADD - PROVINCIA CREMONA,C001,A.T.I. CREMONA (AMBITO EXTRAURBANO PROVINCIALE),MER,MERCEDES BENZ,010,O550 U,03,GASOLIO,V,VENDUTO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,50,AGENZIA PER TPL CREMONA E MANTOVA,PC,Provincia  Cremona,CRM,CREMA (PIP),CRM,CREMA (PIP),MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,ADD,UP CREMA,1H,GASOLIO AUT/HVO,0045,2007-02-07,2007-02-07,2024-11-08,19,null,null,2007-02-07,2019-04-07,2024-11-22,2025-11-30,2009-02-07,2024-11-26,2025-10-01,null,S,2019-02-06,2999-12-31,S,949248,193000.00,0.00,2623.94,N,N
1663,CT789VK,null,49,71,12.14,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO5 2006/51/CEE,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E5,EURO5,03,RIALZATO (PIANALE MAX 87 CM),M2,MI12,16,MERCEDES BENZ,010,INTEGRO RESTYLING,04,INTERURBANO,PROPRIETA,002,INT/MSE - CITTÀ MET MILANO (LOTTO4),D001,CITTA' METROPOLITANA MILANO (SOTTORETE SUDEST LT4),MER,MERCEDES BENZ,010,O550 U,03,GASOLIO,V,VENDUTO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,53,AGENZIA PER TPL MI - MB - LO - PV,SE,Prov. Milano Lotto 4 - Sud Est,ZBP,ZELO B/P,ZBP,ZELO B/P,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,SES,UP MISE,1H,GASOLIO AUT/HVO,0111,2007-09-13,2007-09-20,2025-04-17,18,null,null,2007-09-13,2021-12-06,2025-04-04,2026-04-30,2009-09-13,2025-04-16,2026-03-06,null,S,2019-09-12,2999-12-31,S,739432,199000.00,0.00,2489.30,N,N
1672,BS128JF,null,49,80,12.00,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO2 91/542 CEE-B,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E2,EURO2,03,RIALZATO (PIANALE MAX 87 CM),null,null,19,ORLANDI,003,EURORIDER,04,INTERURBANO,PROPRIETA,005,INT/PAV - PROVINCIA PAVIA (EXTRA),P101,PROVINCIA DI PAVIA (AMBITO EXTRAURBANO),IVE,IVECO,008,391E 12.29,03,GASOLIO,V,VENDUTO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,53,AGENZIA PER TPL MI - MB - LO - PV,PX,Pavia Extraurbano,PAV,PAVIA CAMPEGGI,PAV,PAVIA CAMPEGGI,PAV,PAVIA - STRADA CAMPEGGI 17,AGI,AUTOGUIDOVIE,INTERNA,PAV,UP PAVIA,1,GASOLIO AUT.,0004,2001-04-02,2007-11-01,2019-03-26,25,null,null,null,null,2018-05-16,2019-05-31,2001-04-02,2019-03-08,2019-12-31,2019-01-21,S,2018-07-15,2999-12-31,S,391079,175000.00,0.00,133350.00,N,N
1736,GN244PP,null,51,80,12.10,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,595/2009*64/2012A,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E6,EURO6,03,RIALZATO (PIANALE MAX 87 CM),CB,CR12B,30,IVECO,007,CROSSWAY 12 NORMAL FLOOR,04,INTERURBANO,PROPRIETA',303,IVE/ADD - PROVINCIA CREMONA,C001,A.T.I. CREMONA (AMBITO EXTRAURBANO PROVINCIALE),IVE,IVECO,031,CBCW3/00,03,GASOLIO,E,ESERCIZIO,01,PUBBLICO DI LINEA,50,AGENZIA PER TPL CREMONA E MANTOVA,PC,Provincia  Cremona,CLV,CALVENZANO,CLV,CALVENZANO,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,ADD,UP CREMA,1H,GASOLIO AUT/HVO,0196,2023-06-01,2023-06-09,null,3,2023-06-01,2035-05-31,null,null,2026-05-25,2027-05-31,null,2026-07-14,null,null,S,2023-06-12,2999-12-31,S,164322,199557.00,0.00,139389.38,null,S
1809,FP846CP,BB409VF,53,82,12.00,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO2 91/542 CEE-B,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E2,EURO2,03,RIALZATO (PIANALE MAX 87 CM),null,null,01,AUTODROMO,004,REGIONAL I.2000,04,INTERURBANO,PROPRIETA,221,TPE/BOL - COMUNE BOLOGNA,B001,TRASPORTI PUBBLICI BOLOGNESI (AMBITO EXTRAURBANO),MAN,MAN NUTZFAHRZEUGE,011,TCUL313I,03,GASOLIO,V,VENDUTO ( NO ASSICURAZIONE ),null,null,null,null,SB,Servizio Area Bologna,MDC,MEDICINA,MDC,MEDICINA,BOL,BOLOGNA - VIA DUE MADONNE 10,AGI,AUTOGUIDOVIE,INTERNA,BOL,UP BO,1,GASOLIO AUT.,0037,1999-11-02,2012-05-14,2019-10-20,26,null,null,null,null,2019-11-19,2020-11-30,2001-11-02,2019-10-20,2019-12-31,null,S,2000-01-01,2999-12-31,S,889730,187000.00,0.00,1625.24,N,N
1813,BG754HK,null,53,82,11.99,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO2 96/01,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E2,EURO2,03,RIALZATO (PIANALE MAX 87 CM),null,null,30,IVECO,005,MY WAY,04,INTERURBANO,PROPRIETA,221,TPE/BOL - COMUNE BOLOGNA,B001,TRASPORTI PUBBLICI BOLOGNESI (AMBITO EXTRAURBANO),IVE,IVECO,026,393E.12.35,03,GASOLIO,V,VENDUTO ( NO ASSICURAZIONE ),null,null,null,null,SB,Servizio Area Bologna,MDC,MEDICINA,MDC,MEDICINA,BOL,BOLOGNA - VIA DUE MADONNE 10,AGI,AUTOGUIDOVIE,INTERNA,BOL,UP BO,1,GASOLIO AUT.,0005,2000-01-25,2012-05-14,2019-12-20,26,null,null,null,null,2019-02-19,2020-02-29,2002-01-25,2019-12-20,2019-12-31,null,S,2000-01-01,2999-12-31,S,1035918,188000.00,0.00,1633.93,N,N
2501,PC331617,null,62,115,18.00,18.50,06,SNODATO,SNODATO da 15.00 m a 18.50 m,null,CK,AUTOSNODATO A UN PIANO,M3,AUTOBUS,II,CLASSE II,E0,EURO0,03,RIALZATO (PIANALE MAX 87 CM),null,null,14,MAURI,002,MMA MASTER,04,INTERURBANO,PROPRIETA,004,INT/ADD - PROVINCIA BERGAMO,null,null,MAU,MAURI,005,18P24 FIAT,03,GASOLIO,R,ROTTAMATO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,02,PROVINCIA DI MILANO,null,null,QTL,MILANO VIA QUINTILIANO,QTL,MILANO VIA QUINTILIANO,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,ADD,null,1,GASOLIO AUT.,0018,1986-08-07,1986-08-07,2008-07-04,39,null,null,null,null,2006-10-28,2007-10-31,null,2007-11-12,2008-07-04,2008-05-08,S,2000-01-01,2999-12-31,S,564390,0.00,0.00,0.00,N,N
2507,AR968ZC,null,67,120,17.33,18.50,06,SNODATO,SNODATO da 15.00 m a 18.50 m,null,CK,AUTOSNODATO A UN PIANO,M3,AUTOBUS,II,CLASSE II,E0,EURO0,03,RIALZATO (PIANALE MAX 87 CM),null,null,09,HEULIEZ,001,307101,04,INTERURBANO,PROPRIETÀ,003,INT/ADD - PROVINCIA CREMONA,null,null,MER,MERCEDES BENZ,001,O305,03,GASOLIO,R,ROTTAMATO ( NO ASSICURAZIONE ),null,null,null,null,null,null,***,null,***,null,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,ADD,null,1,GASOLIO AUT.,0032,1983-01-01,1983-01-01,2005-12-31,43,null,null,null,null,null,1984-01-31,null,2005-12-10,2005-12-31,2005-10-24,S,2000-01-01,2999-12-31,S,179230,0.00,0.00,0.00,N,N
2508,AZ404DB,null,62,112,17.85,18.50,06,SNODATO,SNODATO da 15.00 m a 18.50 m,EURO2 92/97 CEE,CK,AUTOSNODATO A UN PIANO,M3,AUTOBUS,II,CLASSE II,E2,EURO2,03,RIALZATO (PIANALE MAX 87 CM),null,null,10,IKARUS EGYEDI,null,null,04,INTERURBANO,PROPRIETA,003,INT/ADD - PROVINCIA CREMONA,null,null,IKA,IKARUS,003,435.19 DAF,03,GASOLIO,R,ROTTAMATO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,01,PROVINCIA DI CREMONA,PC,Provincia  Cremona,CRM,CREMA (PIP),CRM,CREMA (PIP),MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,ADD,UP CREMA,1,GASOLIO AUT.,0027,1998-10-22,1998-10-22,2013-06-10,27,null,null,null,null,2013-03-22,2014-03-31,null,2013-06-05,2015-06-30,2014-05-16,S,2000-01-01,2999-12-31,S,483372,178177.63,0.00,108617.08,N,N
3001,AN307BC,null,39,95,12.00,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO2 91/542 CEE-B,CE,A UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,I,CLASSE I,E2,EURO2,02,RIBASSATO PARZIALMENTE,null,null,04,BREDAMENARINI,null,null,06,SUBURBANO,PROPRIETA,004,INT/ADD - PROVINCIA BERGAMO,null,null,BRE,BREDAMENARINI,002,M221 MAN,03,GASOLIO,R,ROTTAMATO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,10,COMUNE DI MILANO,PB,Provincia di Bergamo,CGN,COLOGNO AL SERIO,CGN,COLOGNO AL SERIO,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,ADD,UP CREMA,1,GASOLIO AUT.,0028,1997-03-25,1997-03-25,2011-01-10,29,null,null,null,null,2010-06-12,2011-06-30,null,2011-01-08,2012-02-20,2010-07-14,S,2000-01-01,2999-12-31,S,391160,182412.58,0.00,138998.38,N,N
3021,BS463JE,null,40,100,11.95,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO2 96/01,CE,A UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,I,CLASSE I,E2,EURO2,01,RIBASSATO TOTALMENTE,null,null,13,MAN NUTZFAHRZEUGE,004,LION'S CITY A21,06,SUBURBANO,PROPRIETA,002,INT/MSE - CITTÀ MET MILANO (LOTTO4),D001,CITTA' METROPOLITANA MILANO (SOTTORETE SUDEST LT4),MAN,MAN NUTZFAHRZEUGE,004,NL263,03,GASOLIO,V,VENDUTO ( NO ASSICURAZIONE ),null,null,null,null,SE,Prov. Milano Lotto 4 - Sud Est,MLZ,MELZO,MLZ,MELZO,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,SES,UP MISE,1,GASOLIO AUT.,0042,2001-03-26,2001-03-26,2018-07-05,25,null,null,null,null,2017-07-28,2018-07-31,2003-03-26,2018-06-08,2019-07-11,null,S,2000-01-01,2999-12-31,S,549237,175595.35,0.00,2173.62,N,N
3027,BY756DB,null,41,100,12.00,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO2 96/01,CE,A UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,I,CLASSE I,E2,EURO2,01,RIBASSATO TOTALMENTE,null,null,12,MACCHI,004,143,06,SUBURBANO,PROPRIETA,002,INT/MSE - CITTÀ MET MILANO (LOTTO4),D001,CITTA' METROPOLITANA MILANO (SOTTORETE SUDEST LT4),MER,MERCEDES BENZ,009,O405 N,03,GASOLIO,V,VENDUTO ( NO ASSICURAZIONE ),null,null,null,null,SE,Prov. Milano Lotto 4 - Sud Est,MGN,MILANO VIA MARIGNANO,MGN,MILANO VIA MARIGNANO,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,SES,UP MISE,1,GASOLIO AUT.,0062,2001-12-12,2001-12-12,2018-07-05,24,null,null,null,null,2017-06-09,2018-06-30,2003-12-12,2018-06-08,2019-07-11,null,S,2000-01-01,2999-12-31,S,530262,200500.00,0.00,2460.26,N,N
3054,MI9U7600,null,42,96,12.00,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,null,CE,A UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,I,CLASSE I,E0,EURO0,03,RIALZATO (PIANALE MAX 87 CM),null,null,14,MAURI,003,MMA MASTER 2,06,SUBURBANO,PROPRIETÀ,002,INT/MSE - CITTÀ MET MILANO (LOTTO4),null,null,IVE,IVECO,007,580.12.21,03,GASOLIO,R,ROTTAMATO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,02,PROVINCIA DI MILANO,null,null,MLN,MILANO MM3,MLN,MILANO MM3,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,SES,null,1,GASOLIO AUT.,0078,1991-10-09,2007-07-01,2008-09-02,34,null,null,null,null,2007-10-19,2008-10-31,null,2008-08-28,2010-07-21,2008-07-14,S,2000-01-01,2999-12-31,S,492569,205000.00,0.00,0.00,N,N
3073,AR526HN,null,38,94,11.57,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,null,CE,A UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,I,CLASSE I,E0,EURO0,03,RIALZATO (PIANALE MAX 87 CM),null,null,16,MERCEDES BENZ,008,A PIANALE RIALZATO,06,SUBURBANO,PROPRIETÀ,001,INT/NOR - PROVINCIA MONZA E BRIANZA,null,null,MER,MERCEDES BENZ,007,O405,03,GASOLIO,R,ROTTAMATO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,30,PROVINCIA DI MONZA E BRIANZA,BT,Prov. Milano Lotto 2 - Nord,DES,DESIO VIA ROSSA,DES,DESIO VIA ROSSA,DES,"DESIO - VIA GUIDO ROSSA, 17",AGI,AUTOGUIDOVIE,INTERNA,NOR,UP NORD,1,GASOLIO AUT.,0097,1997-01-01,2007-11-01,2012-02-06,29,null,null,null,null,null,1998-01-31,null,2012-02-13,2012-09-11,2011-12-21,S,2000-01-01,2999-12-31,S,193537,205000.00,0.00,156210.00,N,N
3075,AR538HN,null,45,108,11.57,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,null,CE,A UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,I,CLASSE I,E0,EURO0,03,RIALZATO (PIANALE MAX 87 CM),null,null,16,MERCEDES BENZ,008,A PIANALE RIALZATO,06,SUBURBANO,PROPRIETÀ,001,INT/NOR - PROVINCIA MONZA E BRIANZA,null,null,MER,MERCEDES BENZ,007,O405,03,GASOLIO,R,ROTTAMATO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,02,PROVINCIA DI MILANO,BT,Prov. Milano Lotto 2 - Nord,DES,DESIO VIA ROSSA,DES,DESIO VIA ROSSA,DES,"DESIO - VIA GUIDO ROSSA, 17",AGI,AUTOGUIDOVIE,INTERNA,NOR,UP NORD,1,GASOLIO AUT.,0097,1990-01-01,2007-11-01,2009-01-19,36,null,null,null,null,null,1991-01-31,null,2009-01-19,2009-09-30,2009-06-29,S,2000-01-01,2999-12-31,S,930676,0.00,0.00,0.00,N,N
